@relation Untagged_new_PUL-weka.filters.unsupervised.attribute.Remove-R1

@attribute character_count numeric
@attribute word_count numeric
@attribute sentence_count numeric
@attribute word_length numeric
@attribute sentence_length numeric
@attribute paragraph_count numeric
@attribute paragraph_length numeric
@attribute longest_word_length numeric
@attribute longest_sentence_length numeric
@attribute shortest_sentence_length numeric
@attribute long_sentence_rate numeric
@attribute short_sentence_rate numeric
@attribute section_count numeric
@attribute subsection_count numeric
@attribute heading_count numeric
@attribute section_nesting numeric
@attribute subsection_nesting numeric
@attribute lead_length numeric
@attribute lead_rate numeric
@attribute link_count numeric
@attribute image_count numeric
@attribute table_count numeric
@attribute reference_unique numeric
@attribute reference_count numeric
@attribute image_rate numeric
@attribute link_rate numeric
@attribute reference_section_rate numeric
@attribute reference_word_rate numeric
@attribute reference_ratio numeric
@attribute maxSubSectionLength numeric
@attribute minSubSectionLength numeric
@attribute totalWordsInSubsections numeric
@attribute AverageWordsInSubSections numeric
@attribute Sub_SubSectionCount numeric
@attribute maxSub_SubSectionLength numeric
@attribute minSub_SubSectionLength numeric
@attribute totalWordsInSub_Subsections numeric
@attribute AverageWordsInSub_SubSections numeric
@attribute Templates_count numeric
@attribute referenceSectionsCount numeric
@attribute mandatorySectionsCount numeric
@attribute related_page_count numeric
@attribute class_label {Refimprove,untagged}

@data
6520,1275,64,5.11373,19.9219,25,2.56,19,321,1,0.921875,0.0625,5,12,17,2.4,0,92,7.215686,17,0,0,24,29,0,1.333333,1.705882,0.022745,0.060208,234,18,1156,96.3333,0,0,0,0,0,6,1,2,1,untagged
1320,264,6,5,44,2,3,16,423,75,1,0,1,0,1,0,0,263,99.621212,22,2,0,3,3,2,8.333333,3,0.011364,0.03008,0,0,0,0,0,0,0,0,0,4,1,1,0,untagged
2691,548,34,4.91058,16.1176,7,4.85714,17,267,0,0.911765,0.088235,0,0,0,0,0,0,0,8,0,0,0,0,0,1.459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
9035,1709,50,5.28672,34.18,21,2.38095,18,303,23,0.98,0,6,6,12,1,0,109,6.377999,53,3,0,8,9,0.5,3.101229,0.75,0.005266,0.01394,455,52,1027,171.167,0,0,0,0,0,6,1,2,1,untagged
1616,306,15,5.28105,20.4,8,1.875,15,280,10,0.733333,0.066667,3,1,4,0.333333,0,48,15.686275,29,2,0,0,0,0.666667,9.477124,0,0,0,55,55,55,55,0,0,0,0,0,1,1,1,0,untagged
970,174,8,5.57471,21.75,2,4,18,344,7,0.75,0.125,1,0,1,0,0,173,99.425287,33,0,0,1,2,0,18.965517,2,0.011494,0.030426,0,0,0,0,0,0,0,0,0,3,1,1,0,untagged
6945,1241,50,5.59629,24.82,18,2.77778,16,478,9,0.92,0.02,4,3,9,0.75,0.666667,1240,99.91942,23,0,0,2,2,0,1.853344,0.222222,0.001612,0.004266,540,75,724,241.333,2,102,68,170,85,0,0,0,0,untagged
944,193,8,4.89119,24.125,5,1.6,16,177,6,0.875,0.125,6,0,6,0,0,73,37.823834,24,1,1,2,2,0.166667,12.435233,0.333333,0.010363,0.027431,0,0,0,0,0,0,0,0,0,4,1,3,2,untagged
2666,557,22,4.78636,25.3182,7,3.14286,15,347,11,0.909091,0.045455,6,1,7,0.166667,0,56,10.05386,63,0,0,2,2,0,11.310592,0.285714,0.003591,0.009505,117,117,117,117,0,0,0,0,0,6,1,3,2,untagged
2088,394,24,5.29949,16.4167,17,1.41176,32,173,7,0.875,0.083333,3,0,3,0,0,23,5.837563,69,1,0,0,0,0.333333,17.51269,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,untagged
1384,253,19,5.47036,13.3158,11,1.72727,17,236,3,0.684211,0.157895,5,0,5,0,0,62,24.505929,39,0,0,0,0,0,15.41502,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
847,170,9,4.98235,18.8889,5,1.8,13,174,66,1,0,3,0,3,0,0,36,21.176471,45,0,0,2,2,0,26.470588,0.666667,0.011765,0.031142,0,0,0,0,0,0,0,0,0,4,1,1,0,untagged
2995,506,16,5.91897,31.625,9,1.77778,64,556,3,0.625,0.25,3,0,3,0,0,369,72.924901,10,0,0,1,1,0,1.976285,0.333333,0.001976,0.005231,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
2707,491,21,5.51324,23.381,7,3,22,484,4,0.666667,0.142857,6,0,6,0,0,39,7.942974,58,2,0,0,0,0.333333,11.812627,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,untagged
942,193,8,4.88083,24.125,2,4,16,242,2,0.875,0.125,2,0,2,0,0,186,96.373057,32,0,0,1,1,0,16.580311,0.5,0.005181,0.013715,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
3157,637,27,4.95604,23.5926,8,3.375,15,325,11,0.962963,0.037037,5,0,5,0,0,597,93.720565,45,3,0,1,1,0.6,7.064364,0.2,0.00157,0.004156,0,0,0,0,0,0,0,0,0,2,1,2,1,untagged
1738,357,18,4.86835,19.8333,10,1.8,16,208,27,0.944444,0,2,0,2,0,0,350,98.039216,48,0,0,10,10,0,13.445378,5,0.028011,0.074147,0,0,0,0,0,0,0,0,0,2,1,2,1,untagged
1327,195,5,6.80513,39,3,1.66667,22,102,4,0.4,0.4,1,0,1,0,0,31,15.897436,87,0,0,0,0,0,44.615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
876,170,6,5.15294,28.3333,3,2,16,313,52,1,0,1,0,1,0,0,169,99.411765,41,0,0,3,3,0,24.117647,3,0.017647,0.046713,0,0,0,0,0,0,0,0,0,3,1,1,0,untagged
872,185,11,4.71351,16.8182,4,2.75,38,208,6,0.636364,0.181818,0,1,1,0,0,0,0,17,2,0,0,0,0,9.189189,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,untagged
1129,223,7,5.06278,31.8571,5,1.4,15,421,100,1,0,4,1,5,0.25,0,47,21.076233,71,1,1,5,6,0.25,31.838565,1.2,0.026906,0.071221,0,0,0,0,0,0,0,0,0,18,1,1,0,untagged
1472,292,9,5.0411,32.4444,3,3,23,315,86,1,0,2,0,2,0,0,289,98.972603,12,1,0,2,2,0.5,4.109589,1,0.006849,0.018131,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
2293,464,26,4.94181,17.8462,7,3.71429,15,217,17,0.884615,0,4,0,4,0,0,44,9.482759,36,0,0,13,13,0,7.758621,3.25,0.028017,0.074163,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
1000,205,8,4.87805,25.625,5,1.6,17,319,70,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2.926829,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,untagged
1011,213,11,4.74648,19.3636,6,1.83333,15,263,1,0.727273,0.181818,1,0,1,0,0,24,11.267606,24,0,0,0,0,0,11.267606,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,untagged
6600,1351,53,4.88527,25.4906,19,2.78947,16,316,13,0.943396,0.018868,5,1,6,0.2,0,92,6.809771,72,5,0,3,7,1,5.329386,1.166667,0.005181,0.013715,248,248,248,248,0,0,0,0,0,5,1,2,1,untagged
1797,313,11,5.74121,28.4545,9,1.22222,17,473,32,1,0,4,0,4,0,0,147,46.964856,3,0,0,0,0,0,0.958466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
4541,896,39,5.06808,22.9744,11,3.54545,16,337,2,0.923077,0.051282,5,0,5,0,0,259,28.90625,26,0,0,4,4,0,2.901786,0.8,0.004464,0.011817,0,0,0,0,0,0,0,0,0,5,1,2,1,untagged
3353,667,24,5.02699,27.7917,14,1.71429,15,522,19,0.958333,0,7,1,8,0.142857,0,38,5.697151,47,2,1,4,4,0.285714,7.046477,0.5,0.005997,0.015874,39,39,39,39,0,0,0,0,0,3,2,2,0,untagged
1955,365,28,5.35616,13.0357,7,4,16,284,1,0.678571,0.321429,2,0,2,0,0,338,92.60274,61,1,0,5,5,0.5,16.712329,2.5,0.013699,0.036261,0,0,0,0,0,0,0,0,0,3,1,1,0,untagged
1047,184,53,5.69022,3.4717,10,5.3,16,96,1,0.264151,0.622642,5,0,5,0,0,17,9.23913,45,0,0,2,2,0,24.456522,0.4,0.01087,0.028772,0,0,0,0,0,0,0,0,0,3,2,2,0,untagged
2035,360,17,5.65278,21.1765,8,2.125,15,270,60,1,0,5,1,6,0.2,0,29,8.055556,44,0,0,1,1,0,12.222222,0.166667,0.002778,0.007353,50,50,50,50,0,0,0,0,0,3,1,2,1,untagged
1580,306,17,5.1634,18,9,1.88889,15,289,61,1,0,6,0,6,0,0,100,32.679739,52,2,0,0,0,0.333333,16.993464,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,untagged
866,175,8,4.94857,21.875,6,1.33333,13,178,51,1,0,3,0,3,0,0,21,12,25,0,0,1,1,0,14.285714,0.333333,0.005714,0.015126,0,0,0,0,0,0,0,0,0,2,1,1,0,untagged
2273,598,6,3.801,99.6667,6,1,13,132,25,0.666667,0,1,0,1,0,0,0,0,147,21,0,0,0,21,24.58194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
1106,214,16,5.16822,13.375,12,1.33333,15,208,9,0.875,0.0625,4,0,4,0,0,68,31.775701,31,0,0,4,9,0,14.485981,2.25,0.042056,0.111325,0,0,0,0,0,0,0,0,0,11,1,2,1,untagged
1146,225,8,5.09333,28.125,5,1.6,16,279,79,1,0,2,0,2,0,0,214,95.111111,46,0,0,0,0,0,20.444444,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,untagged
978,163,41,6,3.97561,10,4.1,15,103,1,0.317073,0.487805,5,0,5,0,0,17,10.429448,35,0,0,1,1,0,21.472393,0.2,0.006135,0.01624,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
2100,407,15,5.15971,27.1333,7,2.14286,20,459,0,0.866667,0.133333,4,0,4,0,0,152,37.346437,42,1,0,7,9,0.25,10.31941,2.25,0.022113,0.058534,0,0,0,0,0,0,0,0,0,3,1,3,2,untagged
9198,1808,65,5.08739,27.8154,25,2.6,19,545,19,0.984615,0,5,7,12,1.4,0,82,4.535398,106,1,0,1,1,0.2,5.862832,0.083333,0.000553,0.001464,502,21,1594,227.714,0,0,0,0,0,6,2,3,1,untagged
1545,284,13,5.44014,21.8462,5,2.6,20,398,17,0.846154,0,3,0,3,0,0,31,10.915493,33,1,0,0,0,0.333333,11.619718,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,untagged
1067,207,12,5.15459,17.25,4,3,18,182,5,0.75,0.083333,6,0,6,0,0,169,81.642512,26,0,0,4,4,0,12.560386,0.666667,0.019324,0.051151,0,0,0,0,0,0,0,0,0,5,0,1,1,untagged
1040,149,6,6.97987,24.8333,4,1.5,17,129,1,0.666667,0.333333,4,0,4,0,0,18,12.080537,19,0,0,2,3,0,12.751678,0.75,0.020134,0.053296,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
2599,468,18,5.55342,26,9,2,15,296,15,0.888889,0.055556,4,0,4,0,0,79,16.880342,46,4,0,0,0,1,9.82906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
907,192,8,4.72396,24,5,1.6,17,162,2,0.75,0.25,2,0,2,0,0,132,68.75,17,0,0,0,0,0,8.854167,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,untagged
2859,602,32,4.74917,18.8125,11,2.90909,15,281,2,0.875,0.09375,5,3,8,0.6,0,96,15.946844,172,0,1,6,9,0,28.571429,1.125,0.01495,0.039574,92,0,92,30.6667,0,0,0,0,0,9,1,2,1,untagged
2050,443,22,4.62754,20.1364,8,2.75,15,147,44,1,0,3,5,8,1.66667,0,423,95.485327,95,2,0,8,8,0.666667,21.444695,1,0.018059,0.047802,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
2553,415,37,6.15181,11.2162,19,1.94737,64,268,2,0.810811,0.108108,5,0,5,0,0,271,65.301205,93,0,0,2,3,0,22.409639,0.6,0.007229,0.019135,0,0,0,0,0,0,0,0,0,7,2,4,2,untagged
5958,1223,35,4.87163,34.9429,19,1.84211,24,559,2,0.885714,0.085714,7,2,9,0.285714,0,46,3.761243,89,0,0,0,0,0,7.277187,0,0,0,56,56,112,56,0,0,0,0,0,1,0,1,1,untagged
3554,706,26,5.03399,27.1538,12,2.16667,15,337,41,1,0,7,0,7,0,0,46,6.515581,77,1,0,1,2,0.142857,10.906516,0.285714,0.002833,0.007499,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
2223,419,23,5.30549,18.2174,13,1.76923,21,234,7,0.826087,0.086957,9,4,13,0.444444,0,29,6.921241,19,0,0,2,6,0,4.534606,0.461538,0.01432,0.037905,74,7,112,28,0,0,0,0,0,4,1,2,1,untagged
1450,274,14,5.29197,19.5714,10,1.4,13,216,59,1,0,2,0,2,0,0,48,17.518248,19,0,0,3,4,0,6.934307,2,0.014599,0.038643,0,0,0,0,0,0,0,0,0,4,1,1,0,untagged
1207,229,13,5.27074,17.6154,3,4.33333,18,451,1,0.615385,0.307692,1,0,1,0,0,228,99.563319,29,1,0,1,1,1,12.663755,1,0.004367,0.011559,0,0,0,0,0,0,0,0,0,3,1,1,0,untagged
3670,630,70,5.8254,9,30,2.33333,18,252,6,0.728571,0.014286,3,1,4,0.333333,0,54,8.571429,72,0,0,0,0,0,11.428571,0,0,0,117,117,117,117,0,0,0,0,0,0,0,0,0,untagged
1468,276,13,5.31884,21.2308,3,4.33333,17,208,61,1,0,2,0,2,0,0,263,95.289855,21,0,0,0,0,0,7.608696,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
4334,920,27,4.71087,34.0741,7,3.85714,15,354,51,1,0,5,0,5,0,0,147,15.978261,19,0,0,2,2,0,2.065217,0.4,0.002174,0.005754,0,0,0,0,0,0,0,0,0,2,0,1,1,untagged
1213,237,20,5.11814,11.85,13,1.53846,14,210,1,0.5,0.2,3,1,4,0.333333,0,23,9.704641,34,0,0,0,0,0,14.345992,0,0,0,5,5,5,5,0,0,0,0,0,2,1,1,0,untagged
1842,365,21,5.04658,17.381,6,3.5,14,225,22,0.809524,0,4,0,4,0,0,47,12.876712,36,2,0,0,0,0.5,9.863014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
9268,1785,214,5.19216,8.34112,28,7.64286,30,601,1,0.271028,0.71028,7,0,7,0,0,101,5.658263,24,0,0,0,0,0,1.344538,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,untagged
1810,346,33,5.23121,10.4848,11,3,14,198,1,0.545455,0.333333,4,0,4,0,0,43,12.427746,39,0,0,0,0,0,11.271676,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,untagged
9376,1673,36,5.6043,46.4722,21,1.71429,19,1202,27,0.972222,0,5,0,5,0,0,205,12.253437,10,2,0,0,0,0.4,0.597729,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
2913,495,64,5.88485,7.73438,36,1.77778,17,261,1,0.4375,0.34375,3,3,9,1,1,230,46.464646,122,0,1,0,0,0,24.646465,0,0,0,47,29,107,35.6667,3,27,0,27,9,7,0,1,1,untagged
1402,249,10,5.63052,24.9,6,1.66667,14,249,45,1,0,4,0,4,0,0,28,11.24498,39,1,0,4,4,0.25,15.662651,1,0.016064,0.042523,0,0,0,0,0,0,0,0,0,10,2,3,1,untagged
1804,335,14,5.38507,23.9286,3,4.66667,14,436,51,1,0,1,0,1,0,0,334,99.701493,32,0,0,1,1,0,9.552239,1,0.002985,0.007902,0,0,0,0,0,0,0,0,0,4,1,1,0,untagged
1425,296,7,4.81419,42.2857,4,1.75,14,755,50,1,0,3,0,3,0,0,292,98.648649,25,1,0,4,4,0.333333,8.445946,1.333333,0.013514,0.035771,0,0,0,0,0,0,0,0,0,4,2,3,1,untagged
967,192,7,5.03646,27.4286,5,1.4,18,257,5,0.857143,0.142857,6,2,8,0.333333,0,28,14.583333,40,7,2,4,4,1.166667,20.833333,0.5,0.020833,0.055147,0,0,0,0,0,0,0,0,0,6,1,3,2,untagged
4045,722,26,5.60249,27.7692,11,2.36364,17,322,10,0.961538,0.038462,5,3,8,0.6,0,140,19.390582,6,0,0,0,0,0,0.831025,0,0,0,151,34,313,104.333,0,0,0,0,0,0,0,2,2,untagged
1585,318,34,4.98428,9.35294,5,6.8,16,324,2,0.470588,0.441176,5,0,5,0,0,28,8.805031,33,0,0,3,3,0,10.377358,0.6,0.009434,0.024972,0,0,0,0,0,0,0,0,0,5,2,3,1,untagged
932,194,12,4.80412,16.1667,4,3,14,178,11,0.916667,0.083333,2,0,2,0,0,182,93.814433,11,1,0,3,3,0.5,5.670103,1.5,0.015464,0.040934,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
2405,500,27,4.81,18.5185,10,2.7,15,258,28,0.962963,0,3,0,3,0,0,69,13.8,44,0,0,4,4,0,8.8,1.333333,0.008,0.021176,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
1806,341,29,5.29619,11.7586,9,3.22222,14,294,5,0.655172,0.206897,3,1,4,0.333333,0,19,5.571848,32,0,0,0,0,0,9.384164,0,0,0,67,67,67,67,0,0,0,0,0,1,0,1,1,untagged
1562,259,15,6.03089,17.2667,4,3.75,19,232,3,0.8,0.2,1,0,1,0,0,258,99.6139,30,0,0,4,5,0,11.583012,5,0.019305,0.051102,0,0,0,0,0,0,0,0,0,5,1,1,0,untagged
1344,237,64,5.67089,3.70312,11,5.81818,16,127,1,0.265625,0.59375,5,0,5,0,0,17,7.172996,51,0,0,1,1,0,21.518987,0.2,0.004219,0.011169,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
3428,543,25,6.31308,21.72,15,1.66667,104,276,0,0.76,0.24,5,0,5,0,0,117,21.546961,27,2,0,3,3,0.4,4.972376,0.6,0.005525,0.014625,0,0,0,0,0,0,0,0,0,2,1,3,2,untagged
1620,314,14,5.15924,22.4286,4,3.5,18,214,0,0.857143,0.142857,3,0,3,0,0,31,9.872611,32,0,0,17,17,0,10.191083,5.666667,0.05414,0.143312,0,0,0,0,0,0,0,0,0,7,1,2,1,untagged
1288,242,6,5.32231,40.3333,3,2,20,206,58,1,0,5,2,7,0.4,0,151,62.396694,285,0,2,0,0,0,117.768595,0,0,0,63,0,63,31.5,0,0,0,0,0,21,1,3,2,untagged
4509,913,38,4.93866,24.0263,17,2.23529,18,571,8,0.973684,0.026316,10,0,10,0,0,123,13.47207,111,1,0,5,5,0.1,12.157722,0.5,0.005476,0.014496,0,0,0,0,0,0,0,0,0,8,1,3,2,untagged
2008,381,17,5.27034,22.4118,5,3.4,21,247,69,1,0,5,2,8,0.4,0.5,70,18.372703,42,1,0,10,14,0.2,11.023622,1.75,0.036745,0.097267,7,0,7,3.5,1,4,4,4,4,6,0,0,0,untagged
1242,247,11,5.02834,22.4545,11,1,15,181,18,0.909091,0,3,1,4,0.333333,0,17,6.882591,27,0,0,0,0,0,10.931174,0,0,0,109,109,109,109,0,0,0,0,0,1,0,0,0,untagged
1726,304,52,5.67763,5.84615,15,3.46667,20,353,1,0.25,0.442308,5,0,5,0,0,187,61.513158,45,0,0,4,4,0,14.802632,0.8,0.013158,0.03483,0,0,0,0,0,0,0,0,0,3,0,0,0,untagged
2498,443,33,5.63883,13.4242,10,3.3,23,296,1,0.787879,0.121212,2,0,2,0,0,375,84.650113,34,1,0,0,0,0.5,7.674944,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,untagged
1496,316,18,4.73418,17.5556,7,2.57143,14,233,0,0.833333,0.166667,4,3,7,0.75,0,36,11.392405,72,1,0,4,4,0.25,22.78481,0.571429,0.012658,0.033507,86,41,183,61,0,0,0,0,0,7,1,1,0,untagged
1928,378,21,5.10053,18,8,2.625,12,175,14,0.952381,0.047619,5,0,5,0,0,44,11.640212,28,0,0,0,0,0,7.407407,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
1625,297,47,5.47138,6.31915,11,4.27273,14,260,1,0.404255,0.404255,6,0,6,0,0,17,5.723906,56,0,0,3,3,0,18.855219,0.5,0.010101,0.026738,0,0,0,0,0,0,0,0,0,6,2,3,1,untagged
953,213,7,4.47418,30.4286,1,7,15,313,1,0.857143,0.142857,3,0,3,0,0,126,59.15493,38,0,1,1,1,0,17.840376,0.333333,0.004695,0.012428,0,0,0,0,0,0,0,0,0,5,1,1,0,untagged
8138,1623,67,5.01417,24.2239,20,3.35,15,276,1,0.955224,0.029851,7,4,11,0.571429,0,175,10.782502,107,0,1,3,3,0,6.59273,0.272727,0.001848,0.004893,551,204,1260,315,0,0,0,0,0,3,1,1,0,untagged
1239,255,8,4.85882,31.875,5,1.6,16,394,65,1,0,4,0,4,0,0,33,12.941176,13,0,0,1,1,0,5.098039,0.25,0.003922,0.010381,0,0,0,0,0,0,0,0,0,1,1,2,1,untagged
1113,218,8,5.1055,27.25,6,1.33333,16,189,69,1,0,5,0,5,0,0,88,40.366972,15,2,0,2,4,0.4,6.880734,0.8,0.018349,0.04857,0,0,0,0,0,0,0,0,0,4,0,2,2,untagged
5411,1116,52,4.84857,21.4615,19,2.73684,16,391,0,0.903846,0.076923,4,2,6,0.5,0,50,4.480287,19,6,0,0,0,1.5,1.702509,0,0,0,176,93,269,134.5,0,0,0,0,0,1,0,2,2,untagged
1964,334,110,5.88024,3.03636,19,5.78947,15,151,0,0.136364,0.709091,7,0,7,0,0,108,32.335329,54,2,0,10,10,0.285714,16.167665,1.428571,0.02994,0.079253,0,0,0,0,0,0,0,0,0,7,1,3,2,untagged
1085,226,8,4.80088,28.25,3,2.66667,15,282,41,1,0,3,0,3,0,0,97,42.920354,23,1,0,1,1,0.333333,10.176991,0.333333,0.004425,0.011713,0,0,0,0,0,0,0,0,0,1,1,2,1,untagged
5162,1058,24,4.87902,44.0833,14,1.71429,22,431,35,1,0,6,5,11,0.833333,0,81,7.655955,264,62,4,14,14,10.333333,24.952741,1.272727,0.013233,0.035027,355,0,564,112.8,0,0,0,0,0,10,1,3,2,untagged
4452,933,54,4.7717,17.2778,19,2.84211,13,401,2,0.777778,0.166667,7,4,11,0.571429,0,11,1.178992,18,0,0,3,6,0,1.92926,0.545455,0.006431,0.017023,330,44,700,175,0,0,0,0,0,5,1,1,0,untagged
10479,1957,111,5.35462,17.6306,74,1.5,16,603,12,0.855856,0.027027,12,13,25,1.08333,0,125,6.387328,228,64,2,12,12,5.333333,11.650485,0.48,0.006132,0.016231,254,36,1466,112.769,0,0,0,0,0,7,1,3,2,untagged
944,195,4,4.84103,48.75,1,4,13,249,100,1,0,2,16,18,8,0,117,60,321,0,0,0,0,0,164.615385,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,untagged
1123,223,12,5.03587,18.5833,5,2.4,18,237,2,0.833333,0.083333,2,0,2,0,0,86,38.565022,17,0,0,0,0,0,7.623318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
5880,1232,80,4.77273,15.4,46,1.73913,16,343,0,0.7,0.1875,3,3,6,1,0,36,2.922078,58,0,0,0,0,0,4.707792,0,0,0,422,19,787,262.333,0,0,0,0,0,3,0,1,1,untagged
1735,314,29,5.52548,10.8276,9,3.22222,16,424,1,0.413793,0.448276,5,0,5,0,0,68,21.656051,34,1,0,2,2,0.2,10.828025,0.4,0.006369,0.01686,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
3630,688,22,5.27616,31.2727,12,1.83333,16,326,0,0.909091,0.090909,6,1,7,0.166667,0,26,3.77907,90,0,1,4,4,0,13.081395,0.571429,0.005814,0.01539,0,0,0,0,0,0,0,0,0,8,0,1,1,untagged
6369,1159,40,5.49525,28.975,17,2.35294,24,396,9,0.975,0.025,4,2,7,0.5,0.5,295,25.452977,78,5,0,10,10,1.25,6.72994,1.428571,0.008628,0.022839,640,200,840,420,1,197,197,197,197,5,1,3,2,untagged
20144,3872,42,5.20248,92.1905,18,2.33333,16,21,0,0,0.809524,0,0,0,0,0,428,11.053719,1000,0,0,0,0,0,25.826446,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
10008,1894,88,5.28405,21.5227,16,5.5,22,286,12,0.954545,0.011364,5,8,13,1.6,0,191,10.084477,75,4,0,31,70,0.8,3.959873,5.384615,0.036959,0.097832,571,0,1212,151.5,0,0,0,0,0,11,3,3,0,untagged
5141,951,54,5.40589,17.6111,22,2.45455,148,339,1,0.833333,0.074074,4,0,4,0,0,29,3.049422,31,1,0,11,11,0.25,3.259727,2.75,0.011567,0.030618,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
4192,790,35,5.30633,22.5714,12,2.91667,16,275,45,1,0,8,3,11,0.375,0,70,8.860759,99,5,0,12,13,0.625,12.531646,1.181818,0.016456,0.043559,95,15,129,43,0,0,0,0,0,3,1,2,1,untagged
6957,1396,66,4.98352,21.1515,16,4.125,18,417,13,0.969697,0.015152,8,0,8,0,0,99,7.091691,47,0,1,10,13,0,3.366762,1.625,0.009312,0.02465,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
5597,966,183,5.794,5.27869,183,1,18,91,4,0.005464,0.994536,3,0,3,0,0,12,1.242236,375,0,0,0,0,0,38.819876,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,untagged
3262,488,30,6.68443,16.2667,15,2,17,654,1,0.566667,0.233333,5,0,5,0,0,45,9.221311,94,1,0,0,0,0.2,19.262295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
1423,275,12,5.17455,22.9167,4,3,14,263,50,1,0,4,0,4,0,0,169,61.454545,23,1,0,7,7,0.25,8.363636,1.75,0.025455,0.06738,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
1186,235,14,5.04681,16.7857,7,2,15,162,22,0.928571,0,3,0,3,0,0,23,9.787234,29,0,0,0,0,0,12.340426,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,untagged
1856,235,68,7.89787,3.45588,36,1.88889,37,42,2,0.088235,0.897059,4,5,9,1.25,0,0,0,26,0,0,2,2,0,11.06383,0.222222,0.008511,0.022528,83,11,197,39.4,0,0,0,0,0,5,1,2,1,untagged
1408,284,14,4.95775,20.2857,4,3.5,14,375,40,1,0,1,0,1,0,0,279,98.239437,11,2,0,0,0,2,3.873239,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,untagged
1997,386,53,5.17358,7.28302,14,3.78571,14,243,1,0.301887,0.641509,0,0,0,0,0,14,3.626943,16,0,0,0,0,0,4.145078,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
2129,418,22,5.0933,19,7,3.14286,20,232,21,0.909091,0,4,0,4,0,0,86,20.574163,20,0,0,4,4,0,4.784689,1,0.009569,0.025331,0,0,0,0,0,0,0,0,0,5,0,1,1,untagged
1885,391,10,4.82097,39.1,8,1.25,15,254,100,1,0,6,0,6,0,0,32,8.184143,33,0,1,8,8,0,8.439898,1.333333,0.02046,0.05416,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
1426,260,12,5.48462,21.6667,6,2,16,230,1,0.916667,0.083333,4,0,4,0,0,94,36.153846,15,0,0,0,0,0,5.769231,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
1053,201,11,5.23881,18.2727,7,1.57143,13,154,47,1,0,3,0,3,0,0,186,92.537313,33,1,0,2,2,0.333333,16.41791,0.666667,0.00995,0.026339,0,0,0,0,0,0,0,0,0,4,0,2,2,untagged
1616,292,19,5.53425,15.3684,7,2.71429,16,235,13,0.789474,0.157895,3,0,3,0,0,59,20.205479,7,0,0,0,0,0,2.39726,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,untagged
